sourceOccurrenceId	sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	referenceDoi	referenceCitation	sourceBodyPartId	sourceBodyPartName	habitatId	habitatName	sourceLifeStageId	sourceLifeStageName	targetOccurrenceId	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime
1	GBIF:6346408	Ainsworthia zanthoxyli Bat. & C.A.A.Costa	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
2	GBIF:2581424	Allantophomopsis cytisporea (Fr.) Petr.	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
3	GBIF:6353458	Asteridium lepidigenum (Ellis) Sacc.	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
4	GBIF:2598792	Asterina Lév., 1845	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
5	GBIF:2561040	Bionectria ochroleuca (Schwein.) Schroers & Samuels	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
6	GBIF:3372868	Chrysomyxa cassandrae (Gobi) Tranzschel	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
7	GBIF:2518208	Cladosporium Link, 1816	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
8	GBIF:2579287	Coccomyces duplicarioides Sherwood	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
9	GBIF:3457810	Coniochaeta arctispora (Cooke & Ellis) M.E.Barr	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
10	GBIF:2567626	Diaporthe eres Nitschke	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
11	GBIF:2566075	Diaporthe Nitschke, 1870	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
12	GBIF:2580943	Durandiella andromedae (Schwein.) J.W.Groves	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
13	GBIF:3527062	Eudimeriolum andromedae (Rehm) M.E.Barr	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
14	GBIF:5501923	Eupelte dothideoides (Ellis & Everh.) Arx & E.Müll.	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
15	GBIF:2584252	Eupropolella vaccinii (Rehm) Höhn.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
16	GBIF:2513222	Exobasidium karstenii Sacc. & Trotter	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
17	GBIF:2513232	Exobasidium sundstroemii Nannf.	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
18	GBIF:9589545	Exobasidium vaccinii (Fuckel) Woronin	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
19	GBIF:8414854	Exobasidium vaccinii var. vaccinii	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
20	GBIF:2616522	Extrawettsteinina andromedae (Auersw.) M.E.Barr	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
21	GBIF:2617633	Gibbera andromedae (Rehm) E.Müll. & Arx	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
22	GBIF:3486762	Godronia andromedae Henn.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
23	GBIF:2582912	Godronia cassandrae Peck	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
24	GBIF:7859722	Godronia cassandrae var. cassandrae	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
25	GBIF:2519748	Hymenochaete agglutinans Ellis	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
26	GBIF:2565677	Jattaea microtheca (Cooke & Ellis) Berl.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
27	GBIF:3489179	Lachnum fuscidulum (Cooke) Raitv.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
28	GBIF:5496093	Lambertella langei T.Schumach. & Holøs	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
29	GBIF:2614219	Leptosphaerulina hyperborea (Fuckel) M.E.Barr	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
30	GBIF:2579618	Lophodermium intermissum Starbäck	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
31	GBIF:3535032	Massarina clypeata (Petr.) E.Müll.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
32	GBIF:8307035	Microsphaera alni var. vaccinii (Schwein.) E.S.Salmon	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
33	GBIF:2622256	Mycosphaerella minor (P.Karst.) Johanson	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
34	GBIF:3505531	Mycosphaerella polifoliae (Ellis & Everh.) Bubák	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
35	GBIF:2621860	Mycosphaerella vaccinii (Cooke) J.Schröt.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
36	GBIF:2572030	Ophiodothella ferruginea (Ellis & G.Martin) M.E.Barr	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
37	GBIF:2513988	Phoma Sacc., 1880	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
38	GBIF:3463761	Physalospora hyperborea Bäumler	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
39	GBIF:2575634	Physalospora vaccinii (Shear) Arx & E.Müll.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
40	GBIF:2617551	Protoventuria alpina (Sacc.) M.E.Barr	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
41	GBIF:2513169	Ramularia Unger, 1833	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
42	GBIF:8612683	Rhizoctonia DC.	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
43	GBIF:5255536	Rhytisma andromedae (Pers.) Fr.	RO:0002444	parasite of	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk			
