sourceOccurrenceId	sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	referenceDoi	referenceCitation	sourceBodyPartId	sourceBodyPartName	habitatId	habitatName	sourceLifeStageId	sourceLifeStageName	targetOccurrenceId	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime
87	GBIF:4910722	Helicoon pluriseptatum Beverw.	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
88	GBIF:2626100	Septonema secedens Corda	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
89	GBIF:2626100	Septonema secedens Corda	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
90	GBIF:2626100	Septonema secedens Corda	RO:0002454	has host	2882977	Ledum palustre L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
91	GBIF:2626100	Septonema secedens Corda	RO:0002454	has host	11104128	Oxycoccus palustris Pers.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
92	GBIF:2591606	Chalara cylindrica P.Karst.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
93	GBIF:2591606	Chalara cylindrica P.Karst.	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
94	GBIF:2590993	Selenophoma Maire	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
95	GBIF:5252960	Diplodina eurhododendri W.Voss	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
96	GBIF:7635114	Penicillium Link, 1809	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
97	GBIF:7635114	Penicillium Link, 1809	RO:0002454	has host	5255536	Rhytisma andromedae (Pers.) Fr.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
98	GBIF:2617225	Dendryphion comosum Wallr.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
99	GBIF:7388975	Alternaria Nees ex Wallroth, 1816	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
100	GBIF:7388975	Alternaria Nees ex Wallroth, 1816	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
101	GBIF:2598018	Penicillium vulpinum (Cooke & Massee) Seifert & Samson	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
102	GBIF:2598018	Penicillium vulpinum (Cooke & Massee) Seifert & Samson	RO:0002454	has host	11104128	Oxycoccus palustris Pers.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
103	GBIF:2587950	Sympodiella acicola W.B.Kendr.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
104	GBIF:2587950	Sympodiella acicola W.B.Kendr.	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
105	GBIF:4808	Microthyriaceae	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
106	GBIF:2617633	Gibbera andromedae (Rehm) E.Müll. & Arx	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
107	GBIF:2617633	Gibbera andromedae (Rehm) E.Müll. & Arx	RO:0002454	has host	2882977	Ledum palustre L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
108	GBIF:2613260	Stomiopeltis Theiss.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
109	GBIF:2625276	Wentiomyces sibiricus (Petr.) E.Müll.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
110	GBIF:2625276	Wentiomyces sibiricus (Petr.) E.Müll.	RO:0002454	has host	11104128	Oxycoccus palustris Pers.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
111	GBIF:2625276	Wentiomyces sibiricus (Petr.) E.Müll.	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
112	GBIF:2514286	Dothidea Fr., 1818	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
113	GBIF:2616896	Kriegeriella mirabilis Höhn.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
114	GBIF:1033	Dothideales	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
115	GBIF:1033	Dothideales	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
116	GBIF:7490029	Dothideales	RO:0002454	has host	2882977	Ledum palustre L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
117	GBIF:3527124	Wentiomyces molarifer Scheuer	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
118	GBIF:3527124	Wentiomyces molarifer Scheuer	RO:0002454	has host	2882977	Ledum palustre L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
119	GBIF:2617269	Protoventuria rhododendri (Höhn.) M.E.Barr	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
120	GBIF:2617269	Protoventuria rhododendri (Höhn.) M.E.Barr	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
121	GBIF:2617269	Protoventuria rhododendri (Höhn.) M.E.Barr	RO:0002454	has host	2882977	Ledum palustre L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
122	GBIF:2617269	Protoventuria rhododendri (Höhn.) M.E.Barr	RO:0002454	has host	5332004	Betula nana L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
123	GBIF:2617269	Protoventuria rhododendri (Höhn.) M.E.Barr	RO:0002454	has host	2998290	Rubus chamaemorus L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
124	GBIF:7532564	Hilberina breviseta (P.Karst.) Huhndorf & A.N.Mill.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
125	GBIF:7532564	Hilberina breviseta (P.Karst.) Huhndorf & A.N.Mill.	RO:0002454	has host	5333436	Chamaedaphne calyculata (L.) Moench		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
126	GBIF:7532564	Hilberina breviseta (P.Karst.) Huhndorf & A.N.Mill.	RO:0002454	has host	2882977	Ledum palustre L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
127	GBIF:2575634	Physalospora vaccinii (Shear) Arx & E.Müll.	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
128	GBIF:2575634	Physalospora vaccinii (Shear) Arx & E.Müll.	RO:0002454	has host	11104128	Oxycoccus palustris Pers.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
129	GBIF:3463761	Physalospora hyperborea Bäumler	RO:0002454	has host	5333413	Andromeda polifolia L.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
130	GBIF:3463761	Physalospora hyperborea Bäumler	RO:0002454	has host	11104128	Oxycoccus palustris Pers.		Filippova, N., Thormann, M., others, 2015. The fungal consortium of Andromeda polifolia in bog habitats. Mires and Peat 16, 1.	http://purl.obolibrary.org/obo/FAO_0000010	fruitbody	http://purl.obolibrary.org/obo/ENVO_00002268	sphagnum bog				http://purl.obolibrary.org/obo/PO_0009025	vascular leaf			GEONAMES:1503772	Khanty-Mansiysk	60.89191	68.68228	
